Kanji,Readings,Meaning,Score,Level
償,ショウ・つぐな.う,reparation; make up for; recompense; redeem,4,1
藻,ソウ・も,seaweed; duckweed,4,1
亥,ガイ・カイ・い,sign of the hog; 9-11PM; twelfth sign of the Chinese zodiac,4,1
銘,メイ,inscription; signature (of artisan),4,1
槽,ソウ・ふね,vat; tub; tank,4,1
抵,テイ,resist; reach; touch,4,1
債,サイ,bond; loan; debt,4,1
旗,キ・はた,national flag; banner; standard,4,1
孔,コウ・ク・あな,cavity; hole; slit; very; great; exceedingly,4,1
峡,キョウ・コウ・はざま,gorge; ravine,4,1
沿,エン・そ.う・~ぞ.い,run alongside; follow along; run along; lie along,4,1
珠,シュ・たま,pearl; gem; jewel,4,1
系,ケイ,lineage; system,4,1
旭,キョク・あさひ,rising sun; morning sun,4,1
翻,ホン・ハン・ひるがえ.る・ひるがえ.す,flip; turn over; wave; flutter; change (mind),4,1
欺,ギ・あざむ.く,deceit; cheat; delude,4,1
扇,セン・おうぎ,fan; folding fan,4,1
瞭,リョウ・あきらか,clear,4,1
貴,キ・たっと.い・とうと.い・たっと.ぶ・とうと.ぶ,precious; value; prize; esteem; honor,4,1
融,ユウ・と.ける・と.かす,dissolve; melt,4,1
紡,ボウ・つむ.ぐ,spinning,4,1
鵬,ホウ・おおとり,phoenix,4,1
添,テン・そ.える・そ.う,annexed; accompany; marry; suit; meet; satisfy; attach; append; garnish; imitate,4,1
熊,ユウ・くま,bear,4,1
翠,スイ・かわせみ・みどり,green; kingfisher,4,1
履,リ・は.く,perform; complete; footgear; shoes; boots; put on (the feet),4,1
氏,シ・うじ・~うじ,family name; surname; clan,4,1
鶴,カク・つる,crane; stork,4,1
孟,モウ・ボウ・ミョウ・かしら,chief; beginning,4,1
桜,オウ・ヨウ・さくら,cherry,4,1
畝,ボウ・ホ・モ・ム・せ・うね,furrow; thirty tsubo; ridge; rib,4,1
匁,もんめ・め,monme; 3.75 grams; (kokuji),4,1
宏,コウ・ひろ.い,wide; large,4,1
施,シ・セ・ほどこ.す,give; bestow; perform; alms,4,1
炉,ロ・いろり,hearth; furnace; kiln; reactor,4,1
偲,サイ・シ・しの.ぶ,recollect; remember,4,1
暉,キ・かが.やく,shine; light,4,1
偽,ギ・カ・いつわ.る・にせ・いつわ.り,falsehood; lie; deceive; pretend; counterfeit; forgery,4,1
俳,ハイ,haiku; actor,4,1
賄,ワイ・まかな.う,bribe; board; supply; finance,4,1
剣,ケン・つるぎ,sabre; sword; blade; clock hand,4,1
塑,ソ・でく,model; molding,4,1
践,セン・ふ.む,tread; step on; trample; practice; carry through,4,1
視,シ・み.る,inspection; regard as; see; look at,4,1
締,テイ・し.まる・し.まり・し.める・~し.め・~じ.め,tighten; tie; shut; lock; fasten,4,1
悔,カイ・く.いる・く.やむ・くや.しい,repent; regret,4,1
義,ギ,righteousness; justice; morality; honor; loyalty; meaning,4,1
窯,ヨウ・かま,kiln; oven; furnace,4,1
功,コウ・ク・いさお,achievement; merits; success; honor; credit,4,1
踏,トウ・ふ.む・ふ.まえる,step; trample; carry through; appraise; evade payment,4,1
扱,ソウ・キュウ・あつか.い・あつか.う・あつか.る・こ.く,handle; entertain; thresh; strip,4,1
威,イ・おど.す・おど.し・おど.かす,intimidate; dignity; majesty; menace; threaten,4,1
麿,まろ,I; you; (kokuji),4,1
芙,フ,lotus; Mt Fuji,4,1
器,キ・うつわ,utensil; vessel; receptacle; implement; instrument; ability; container; tool; set,4,1
井,セイ・ショウ・い,well; well crib; town; community,4,1
卑,ヒ・いや.しい・いや.しむ・いや.しめる,lowly; base; vile; vulgar,4,1
克,コク・か.つ,overcome; kindly; skillfully,4,1
慰,イ・なぐさ.める・なぐさ.む,consolation; amusement; seduce; cheer; make sport of; comfort; console,4,1
監,カン,oversee; official; govt office; rule; administer,4,1
茉,マツ・バツ・マ,jasmine,4,1
司,シ・つかさど.る,director; official; govt office; rule; administer,4,1
殊,シュ・こと,particularly; especially; exceptionally,4,1
閣,カク,tower; tall building; palace,4,1
伊,イ・かれ,Italy; that one,4,1
酌,シャク・く.む,bar-tending; serving sake; the host; draw (water); ladle; scoop; pump,4,1
鎌,レン・ケン・かま,sickle; scythe; trick,4,1
匠,ショウ・たくみ,artisan; workman; carpenter,4,1
郭,カク・くるわ,enclosure; quarters; fortification; red-light district,4,1
喝,カツ,hoarse; scold,4,1
碩,セキ・おお.きい,large; great; eminent,4,1
洸,コウ,sparkling water,4,1
稔,ネン・ジン・ニン・みの.る・みのり,harvest; ripen,4,1
虞,グ・おそれ・おもんぱか.る・はか.る・うれ.える・あざむ.く・あやま.る・のぞ.む・たの.しむ,fear; uneasiness; anxiety; concern; expectation; consideration,4,1
謀,ボウ・ム・はか.る・たばか.る・はかりごと,conspire; cheat; impose on; plan; devise; scheme; have in mind; deceive,4,1
勲,クン・いさお,meritorious deed; merit,4,1
郁,イク,cultural progress; perfume,4,1
拳,ケン・ゲン・こぶし,fist,4,1
冠,カン・かんむり,crown; best; peerless,4,1
刈,ガイ・カイ・か.る,reap; cut; clip; trim; prune,4,1
茄,カ,eggplant,4,1
詔,ショウ・みことのり,imperial edict,4,1
堪,カン・タン・た.える・たま.る・こら.える・こた.える,withstand; endure; support; resist,4,1
繰,ソウ・く.る,winding; reel; spin; turn (pages); look up; refer to,4,1
彫,チョウ・ほ.る・~ぼ.り,carve; engrave; chisel,4,1
郷,キョウ・ゴウ・さと,home town; village; native place; district,4,1
濫,ラン・みだ.りに・みだ.りがましい,excessive; overflow; spread out,4,1
襲,シュウ・おそ.う・かさ.ね,attack; advance on; succeed to; pile; heap,4,1
奇,キ・く.しき・あや.しい・くし・めずら.しい,strange; strangeness; curiosity,4,1
尉,イ・ジョウ,military officer; jailer; old man; rank,4,1
姫,キ・ひめ・ひめ~,princess,4,1
祉,シ,welfare; happiness,4,1
駄,ダ・タ,burdensome; pack horse; horse load; send by horse; trivial; worthless,4,1
陰,イン・かげ・かげ.る,shade; yin; negative; sex organs; secret; shadow,4,1
蚊,ブン・か,mosquito,4,1
亦,エキ・ヤク・また,also; again,4,1
爾,ジ・ニ・なんじ・しかり・その・のみ・おれ・しか,you; thou; second person,4,1
災,サイ・わざわ.い,disaster; calamity; woe; curse; evil,4,1
聴,チョウ・テイ・き.く・ゆる.す,listen; headstrong; naughty; careful inquiry,4,1
醜,シュウ・みにく.い・しこ,ugly; unclean; shame; bad looking,4,1
秀,シュウ・ひい.でる,excel; excellence; beauty; surpass,4,1
暇,カ・ひま・いとま,spare time; rest; leisure; time; leave of absence,4,1
玄,ゲン・くろ・くろ.い,mysterious; occultness; black; deep; profound,4,1
康,コウ,ease; peace,4,1
佳,カ,excellent; beautiful; good; pleasing; skilled,4,1
整,セイ・ととの.える・ととの.う,organize; arranging; tune; tone; meter; key (music),4,1
充,ジュウ・あ.てる・み.たす,allot; fill,4,1
宥,ユウ・なだ.める・ゆる.す,soothe; calm; pacify,4,1
藤,トウ・ドウ・ふじ,wisteria,4,1
蛇,ジャ・ダ・イ・ヤ・へび,snake; serpent; hard drinker,4,1
磯,キ・いそ,seashore; beach,4,1
慈,ジ・いつく.しむ,mercy,4,1
侮,ブ・あなど.る・あなず.る,scorn; despise; make light of; contempt,4,1
黛,タイ・まゆずみ,blackened eyebrows,4,1
亜,ア・つ.ぐ,Asia; rank next; come after; -ous,4,1
忍,ニン・しの.ぶ・しの.ばせる,endure; bear; put up with; conceal; secrete; spy; sneak,4,1
欣,キン・ゴン・コン・よろこ.ぶ・よろこ.び,take pleasure in; rejoice,4,1
梅,バイ・うめ,plum,4,1
扶,フ・たす.ける,aid; help; assist,4,1
恭,キョウ・うやうや.しい,respect; reverent,4,1
滑,カツ・コツ・すべ.る・なめ.らか,slippery; slide; slip; flunk,4,1
佐,サ,assistant; help,4,1
紋,モン,family crest; figures,4,1
毬,キュウ・いが・まり,burr; ball,4,1
猛,モウ,fierce; rave; rush; become furious; wildness; strength,4,1
津,シン・つ,haven; port; harbor; ferry,4,1
磁,ジ,magnet; porcelain,4,1
伎,ギ・キ・わざ・わざおぎ,deed; skill,4,1
侍,ジ・シ・さむらい・はべ.る,waiter; samurai; wait upon; serve,4,1
懲,チョウ・こ.りる・こ.らす・こ.らしめる,penal; chastise; punish; discipline,4,1
銃,ジュウ・つつ,gun; arms,4,1
街,ガイ・カイ・まち,boulevard; street; town,4,1
遷,セン・うつ.る・うつ.す・みやこがえ,transition; move; change,4,1
晨,シン・あした・とき・あさ,morning; early,4,1
却,キャク・かえ.って・しりぞ.く・しりぞ.ける,instead; on the contrary; rather; step back; withdraw; retreat,4,1
彬,ヒン・フン・うるわ.しい・あき.らか,refined; gentle,4,1
魅,ミ,fascination; charm; bewitch,4,1
覇,ハ・ハク・はたがしら,hegemony; supremacy; leadership; champion,4,1
逝,セイ・ゆ.く・い.く,departed; die,4,1
垂,スイ・た.れる・た.らす・た.れ・~た.れ・なんなんと.す,droop; suspend; hang; slouch,4,1
提,テイ・チョウ・ダイ・さ.げる,propose; take along; carry in hand,4,1
只,シ・ただ,only; free; in addition,4,1
巣,ソウ・す・す.くう,nest; rookery; hive; cobweb; den,4,1
脚,キャク・キャ・カク・あし,skids; leg; undercarriage; lower part; base,4,1
宣,セン・のたま.う,proclaim; say; announce,4,1
耀,ヨウ・かがや.く・ひかり,shine; sparkle; gleam; twinkle,4,1
窒,チツ,plug up; obstruct,4,1
隼,シュン・ジュン・はやぶさ,falcon,4,1
弘,コウ・グ・ひろ.い,vast; broad; wide,4,1
枠,わく,frame; framework; spindle; spool; bounding-box; (kokuji),4,1
眸,ボウ・ム・ひとみ,pupil of the eye,4,1
晃,コウ・あきらか,clear,4,1
耐,タイ・た.える,-proof; enduring,4,1
薪,シン・たきぎ・まき,fuel; firewood; kindling,4,1
郡,グン・こおり,county; district,4,1
抗,コウ・あらが.う,confront; resist; defy; oppose,4,1
騎,キ,equestrian; riding on horses; counter for equestrians,4,1
択,タク・えら.ぶ,choose; select; elect; prefer,4,1
蕉,ショウ,banana; plantain,4,1
惑,ワク・まど.う,beguile; delusion; perplexity,4,1
嫁,カ・よめ・とつ.ぐ・い.く・ゆ.く,marry into; bride,4,1
討,トウ・う.つ,chastise; attack; defeat; destroy; conquer,4,1
遺,イ・ユイ・のこ.す,bequeath; leave behind; reserve,4,1
彦,ゲン・ひこ,lad; boy (ancient),4,1
抄,ショウ,extract; selection; summary; copy; spread thin,4,1
敵,テキ・かたき・あだ・かな.う,enemy; foe; opponent,4,1
価,カ・ケ・あたい,value; price,4,1
尺,シャク,shaku; Japanese foot; measure; scale; rule,4,1
輝,キ・かがや.く,radiance; shine; sparkle; gleam; twinkle,4,1
誼,ギ・よしみ・よい,friendship; intimacy,4,1
儒,ジュ,Confucian,4,1
獄,ゴク,prison; jail,4,1
茂,モ・しげ.る,overgrown; grow thick; be luxuriant,4,1
径,ケイ・みち・こみち・さしわたし・ただちに,diameter; path; method,4,1
瑚,コ・ゴ,ancestral offering receptacle; coral,4,1
圏,ケン・かこ.い,sphere; circle; radius; range,4,1
堀,クツ・ほり,ditch; moat; canal,4,1
琢,タク・みが.く,polish,4,1
鎮,チン・しず.める・しず.まる・おさえ,tranquilize; ancient peace-preservation centers,4,1
措,ソ・お.く,set aside; give up; suspend; discontinue; lay aside; except,4,1
稿,コウ・わら・したがき,draft; copy; manuscript; straw,4,1
霧,ム・ボウ・ブ・きり,fog; mist,4,1
怪,カイ・ケ・あや.しい・あや.しむ,suspicious; mystery; apparition,4,1
鯨,ゲイ・くじら,whale,4,1
頒,ハン・わか.つ,distribute; disseminate; partition; understand,4,1
駒,ク・こま,pony; horse; colt,4,1
伴,ハン・バン・ともな.う,consort; accompany; bring with; companion,4,1
標,ヒョウ・しるべ・しるし,signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; target,4,1
縛,バク・しば.る,truss; arrest; bind; tie; restrain,4,1
猶,ユウ・ユ・なお,furthermore; still; yet,4,1
尾,ビ・お,tail; end; counter for fish; lower slope of mountain,4,1
貞,テイ・さだ,upright; chastity; constancy; righteousness,4,1
酷,コク・ひど.い,cruel; severe; atrocious; unjust,4,1
舎,シャ・セキ・やど.る,cottage; inn; hut; house; mansion,4,1
殖,ショク・ふ.える・ふ.やす,augment; increase; multiply; raise,4,1
棺,カン,coffin; casket,4,1
喬,キョウ・たか.い,high; boasting,4,1
幕,マク・バク・とばり,curtain; bunting; act of play,4,1
慶,ケイ・よろこ.び,jubilation; congratulate; rejoice; be happy,4,1
宰,サイ,superintend; manager; rule,4,1
糾,キュウ・ただ.す,twist; ask; investigate; verify,4,1
巡,ジュン・めぐ.る・めぐ.り,patrol; go around; circumference,4,1
尼,ニ・あま,nun,4,1
影,エイ・かげ,shadow; silhouette; phantom,4,1
雅,ガ・みや.び,gracious; elegant; graceful; refined,4,1
欽,キン・コン・つつし.む,respect; revere; long for,4,1
帥,スイ,commander; leading troops; governor,4,1
陪,バイ,obeisance; follow; accompany; attend on,4,1
豪,ゴウ・えら.い,overpowering; great; powerful; excelling; Australia,4,1
誕,タン,nativity; be born; declension; lie; be arbitrary,4,1
昂,コウ・ゴウ・あ.がる・たか.い・たか.ぶる,rise,4,1
隔,カク・へだ.てる・へだ.たる,isolate; alternate; distance; separate; gulf,4,1
祐,ユウ・ウ・たす.ける,help,4,1
丁,チョウ・テイ・チン・トウ・チ・ひのと,"street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign",4,1
錘,スイ・つむ・おもり,weight; plumb bob; sinker; spindle,4,1
還,カン・かえ.る,send back; return,4,1
滅,メツ・ほろ.びる・ほろ.ぶ・ほろ.ぼす,destroy; ruin; overthrow; perish,4,1
挑,チョウ・いど.む,challenge; contend for; make love to,4,1
闘,トウ・たたか.う・あらそ.う,fight; war,4,1
隆,リュウ,hump; high; noble; prosperity,4,1
酔,スイ・よ.う・よ.い・よ,drunk; feel sick; poisoned; elated; spellbound,4,1
結,ケツ・ケチ・むす.ぶ・ゆ.う・ゆ.わえる,tie; bind; contract; join; organize; do up hair; fasten,4,1
堤,テイ・つつみ,dike; bank; embankment,4,1
硝,ショウ,nitrate; saltpeter,4,1
誘,ユウ・さそ.う・いざな.う,entice; lead; tempt; invite; ask; call for; seduce; allure,4,1
宗,シュウ・ソウ・むね,religion; sect; denomination; main point; origin; essence,4,1
徐,ジョ・おもむ.ろに,gradually; slowly; deliberately; gently,4,1
睦,ボク・モク・むつ.まじい・むつ.む・むつ.ぶ,intimate; friendly; harmonious,4,1
糧,リョウ・ロウ・かて,provisions; food; bread,4,1
祥,ショウ・さいわ.い・きざ.し・よ.い・つまび.らか,auspicious; happiness; blessedness; good omen; good fortune,4,1
顕,ケン・あきらか・あらわ.れる,appear; existing,4,1
汰,タ・タイ・おご.る・にご.る・よな.げる,washing; sieving; filtering; weeding out; luxury,4,1
閲,エツ・けみ.する,review; inspection; revision,4,1
窃,セツ・ぬす.む・ひそ.か,stealth; steal; secret; private; hushed,4,1
眺,チョウ・なが.める,stare; watch; look at; see; scrutinize,4,1
継,ケイ・つ.ぐ・まま~,inherit; succeed; continue; patch; graft (tree),4,1
李,リ・すもも,plum,4,1
甫,ホ・フ・はじ.めて,for the first time; not until,4,1
廊,ロウ,corridor; hall; tower,4,1
飼,シ・か.う,domesticate; raise; keep; feed,4,1
伽,カ・ガ・キャ・ギャ・とぎ,nursing; attending; entertainer,4,1
嶺,レイ・リョウ・みね,peak; summit,4,1
兼,ケン・か.ねる・~か.ねる,concurrently; and; beforehand; in advance,4,1
拍,ハク・ヒョウ,clap; beat (music),4,1
坪,ヘイ・つぼ,two-mat area; approx. thirty-six sq ft,4,1
雄,ユウ・お~・おす・おん,masculine; male; hero; leader; superiority; excellence,4,1
赳,キュウ,strong and brave,4,1
陣,ジン,camp; battle array; ranks; position; sudden; brief time,4,1
乃,ナイ・ダイ・ノ・アイ・の・すなわ.ち・なんじ,from; possessive particle; whereupon; accordingly,4,1
嚇,カク・おど.す,menacing; dignity; majesty; threaten,4,1
訟,ショウ,sue; accuse,4,1
槙,テン・シン・まき・こずえ,twig; ornamental evergreen,4,1
惇,シュン・ジュン・トン・あつ.い,sincere; kind; considerate,4,1
括,カツ・くく.る,fasten; tie up; arrest; constrict,4,1
但,タン・ただ.し,however; but,4,1
呈,テイ,display; offer; present; send; exhibit,4,1
避,ヒ・さ.ける・よ.ける,evade; avoid; avert; ward off; shirk; shun,4,1
玖,キュウ・ク,beautiful black jewel; nine,4,1
爵,シャク,baron; peerage; court rank,4,1
絞,コウ・しぼ.る・し.める・し.まる,strangle; constrict; wring,4,1
奏,ソウ・かな.でる,play music; speak to a ruler; complete,4,1
稲,トウ・テ・いね・いな~,rice plant,4,1
盾,ジュン・たて,shield; escutcheon; pretext,4,1
悦,エツ・よろこ.ぶ・よろこ.ばす,ecstasy; joy; rapture,4,1
罰,バツ・バチ・ハツ・ばっ.する,penalty; punishment,4,1
控,コウ・ひか.える・ひか.え,withdraw; draw in; hold back; refrain from; be moderate,4,1
契,ケイ・ちぎ.る,pledge; promise; vow,4,1
亨,コウ・キョウ・ホウ・とお.る,pass through; go smoothly,4,1
瑳,サ・みが.く,polish; brilliant white luster of a gem; artful smile,4,1
保,ホ・ホウ・たも.つ,protect; guarantee; keep; preserve; sustain; support,4,1
禅,ゼン・セン・しずか・ゆず.る,Zen; silent meditation,4,1
漱,ソウ・シュウ・ス・くちすす.ぐ・くちそそ.ぐ・うがい・すす.ぐ,gargle; rinse mouth,4,1
賓,ヒン,V.I.P.; guest,4,1
遇,グウ・あ.う,meet; encounter; interview; treat; entertain; receive; deal with,4,1
唇,シン・くちびる,lips,4,1
閥,バツ,clique; lineage; pedigree; faction; clan,4,1
酢,サク・す,vinegar; sour; acid; tart,4,1
桂,ケイ・かつら,Japanese Judas-tree; cinnamon tree,4,1
翁,オウ・おきな,venerable old man,4,1
恩,オン,grace; kindness; goodness; favor; mercy; blessing; benefit,4,1
蕗,ロ・ル・ふき,butterbur; bog rhubarb,4,1
又,ユウ・また・また~・また.の~,or again; furthermore; on the other hand,4,1
弔,チョウ・とむら.う・とぶら.う,condolences; mourning; funeral,4,1
秩,チツ,regularity; salary; order,4,1
隷,レイ・したが.う・しもべ,slave; servant; prisoner; criminal; follower,4,1
丹,タン・に,rust-colored; red; red lead; pills; sincerity,4,1
詩,シ・うた,poem; poetry,4,1
倫,リン,ethics; companion,4,1
宙,チュウ,mid-air; air; space; sky; memorization; interval of time,4,1
猟,リョウ・かり・か.る,game-hunting; shooting; game; bag,4,1
揚,ヨウ・あ.げる・~あ.げ・あ.がる,raise; elevate; hoist; praise; extol; fry in deep fat,4,1
飢,キ・う.える,hungry; starve,4,1
啄,タク・ツク・トク・ついば.む・つつ.く,peck; pick up,4,1
煩,ハン・ボン・わずら.う・わずら.わす・うるさ.がる・うるさ.い,anxiety; trouble; worry; pain; ill; annoy; nuisance; irksome,4,1
轄,カツ・くさび,control; wedge,4,1
及,キュウ・およ.ぶ・およ.び・および・およ.ぼす,reach out; exert; exercise; cause,4,1
擦,サツ・す.る・す.れる・~ず.れ・こす.る・こす.れる,grate; rub; scratch; scrape; chafe; scour,4,1
鍛,タン・きた.える,forge; discipline; train,4,1
縫,ホウ・ぬ.う,sew; stitch; embroider,4,1
姻,イン,matrimony; marry,4,1
熟,ジュク・う.れる,mellow; ripen; mature; acquire skill,4,1
志,シ・シリング・こころざ.す・こころざし,intention; plan; resolve; aspire; motive; hopes; shilling,4,1
葬,ソウ・ほうむ.る,interment; bury; shelve,4,1
派,ハ,faction; group; party; clique; sect; school,4,1
彩,サイ・いろど.る,coloring; paint; makeup,4,1
朱,シュ・あけ,vermilion; cinnabar; scarlet; red; bloody,4,1
製,セイ,made in...; manufacture,4,1
緩,カン・ゆる.い・ゆる.やか・ゆる.む・ゆる.める,slacken; loosen; relax; lessen; be moderate; ease,4,1
展,テン,unfold; expand,4,1
弊,ヘイ,abuse; evil; vice; breakage,4,1
倖,コウ・しあわ.せ・さいわ.い,happiness; luck,4,1
琴,キン・こと,harp; koto,4,1
尋,ジン・たず.ねる・ひろ,inquire; fathom; look for,4,1
渦,カ・うず,whirlpool; eddy; vortex,4,1
楼,ロウ・たかどの,watchtower; lookout; high building,4,1
源,ゲン・みなもと,source; origin,4,1
圭,ケイ・ケ,square jewel; corner; angle; edge,4,1
麗,レイ・うるわ.しい・うら.らか,lovely; beautiful; graceful; resplendent,4,1
錦,キン・にしき,brocade; fine dress; honors,4,1
嬢,ジョウ・むすめ,lass; girl; Miss; daughter,4,1
晶,ショウ,sparkle; clear; crystal,4,1
綺,キ・あや,figured cloth; beautiful,4,1
巳,シ・み,sign of the snake or serpent; 9-11AM; sixth sign of Chinese zodiac,4,1
壇,ダン・タン,podium; stage; rostrum; terrace,4,1
驚,キョウ・おどろ.く・おどろ.かす,wonder; be surprised; frightened; amazed,4,1
庸,ヨウ,commonplace; ordinary; employment,4,1
愚,グ・おろ.か,foolish; folly; absurdity; stupid,4,1
魂,コン・たましい・たま,soul; spirit,4,1
如,ジョ・ニョ・ごと.し,likeness; like; such as; as if; better; best; equal,4,1
距,キョ・へだ.たる・けづめ,long-distance; spur; fetlock,4,1
蒔,シ・ジ・う.える・ま.く,sow (seeds),4,1
竜,リュウ・リョウ・ロウ・たつ・いせ,dragon; imperial,4,1
侃,カン・つよ.い,strong; just; righteous; peace-loving,4,1
覆,フク・おお.う・くつがえ.す・くつがえ.る,capsize; cover; shade; mantle; be ruined,4,1
蒼,ソウ・あお.い,blue; pale,4,1
伏,フク・ふ.せる・ふ.す,prostrated; bend down; bow; cover; lay (pipes),4,1
桑,ソウ・くわ,mulberry,4,1
衝,ショウ・つ.く,collide; brunt; highway; opposition (astronomy); thrust; pierce; stab; prick,4,1
允,イン・じょう・まこと.に・ゆるす,license; sincerity; permit,4,1
寸,スン,measurement; tenth of a shaku; a little; small,4,1
赴,フ・おもむ.く,proceed; get; become; tend,4,1
随,ズイ・まにま.に・したが.う,follow; though; notwithstanding; while; during; both; all; obey; submit to; comply; at the mercy of (the waves),4,1
捷,ショウ・ソウ・はや.い,victory; fast,4,1
乏,ボウ・とぼ.しい・とも.しい,destitution; scarce; limited,4,1
剖,ボウ,divide,4,1
屈,クツ・かが.む・かが.める,yield; bend; flinch; submit,4,1
悌,テイ・ダイ,serving our elders,4,1
崇,スウ・あが.める,adore; respect; revere; worship,4,1
獣,ジュウ・けもの・けだもの,animal; beast,4,1
浩,コウ・おおき.い・ひろ.い,wide expanse; abundance; vigorous,4,1
謹,キン・つつし.む,discreet; reverently; humbly,4,1
褐,カツ,brown; woollen kimono,4,1
誓,セイ・ちか.う,vow; swear; pledge,4,1
癒,ユ・い.える・いや.す・い.やす,healing; cure; quench (thirst); wreak,4,1
頑,ガン・かたく,stubborn; foolish; firmly,4,1
憩,ケイ・いこ.い・いこ.う,recess; rest; relax; repose,4,1
罷,ヒ・まか.り~・や.める,quit; stop; leave; withdraw; go,4,1
慎,シン・つつし.む・つつ.ましい・つつし・つつし.み,humility; be careful; discreet; prudent,4,1
幽,ユウ・ふか.い・かす.か・くら.い・しろ.い,seclude; confine to a room; deep; profound; secluded; faint; dark; tranquil; calm,4,1
離,リ・はな.れる・はな.す,detach; separation; disjoin; digress,4,1
簿,ボ,register; record book,4,1
旨,シ・むね・うま.い,delicious; relish; show a liking for; purport; will; clever; expert,4,1
紘,コウ・おおづな・つな・つなぐ,large,4,1
隊,タイ,regiment; party; company; squad,4,1
率,ソツ・リツ・シュツ・ひき.いる,ratio; rate; proportion; %; factor; lead; spearhead; command,4,1
紫,シ・むらさき,purple; violet,4,1
綱,コウ・つな,hawser; class (genus); rope; cord; cable,4,1
梧,ゴ・あおぎり,Chinese parasol tree; phoenix tree,4,1
膨,ボウ・ふく.らむ・ふく.れる,swell; get fat; thick,4,1
醸,ジョウ・かも.す,brew; cause,4,1
旬,ジュン・シュン,decameron; ten-day period; season (for specific products),4,1
劣,レツ・おと.る,inferiority; be inferior to; be worse,4,1
戒,カイ・いまし.める,commandment,4,1
属,ゾク・ショク・さかん・つく・やから,belong; genus; subordinate official; affiliated,4,1
炎,エン・ほのお,inflammation; flame; blaze,4,1
柚,ユ・ユウ・ジク・ゆず,citron,4,1
穂,スイ・ほ,ear; ear (grain); head; crest (wave),4,1
疫,エキ・ヤク,epidemic,4,1
掲,ケイ・かか.げる,put up (a notice); put up; hoist; display; hang out; publish; describe,4,1
妥,ダ,gentle; peace; depravity,4,1
椿,チン・チュン・つばき,camellia,4,1
衷,チュウ,inmost; heart; mind; inside,4,1
凡,ボン・ハン・およ.そ・おうよ.そ・すべ.て,commonplace; ordinary; mediocre,4,1
芳,ホウ・かんば.しい,perfume; balmy; favorable; fragrant,4,1
懇,コン・ねんご.ろ,sociable; kind; courteous; hospitable; cordial,4,1
牲,セイ,animal sacrifice; offering,4,1
狩,シュ・か.る・か.り・~が.り,hunt; raid; gather,4,1
汁,ジュウ・しる・~しる・つゆ,soup; juice; broth; sap; gravy; pus,4,1
靖,セイ・ジョウ・やす.んじる,peaceful,4,1
肝,カン・きも,liver; pluck; nerve; chutzpah,4,1
症,ショウ,symptoms; illness,4,1
澪,レイ・みお,water route; shipping channel,4,1
燦,サン・さん.たる・あき.らか・きらめ.く・きら.めく,brilliant,4,1
吉,キチ・キツ・よし,good luck; joy; congratulations,4,1
佑,ユウ・ウ・たす.ける,help; assist,4,1
柾,まさ・まさめ・まさき,straight grain; spindle tree; (kokuji),4,1
菖,ショウ,iris,4,1
昭,ショウ,shining; bright,4,1
慕,ボ・した.う,pining; yearn for; love dearly; adore,4,1
条,ジョウ・チョウ・デキ・えだ・すじ,article; clause; item; stripe; streak,4,1
潔,ケツ・いさぎよ.い,undefiled; pure; clean; righteous; gallant,4,1
惰,ダ,lazy; laziness,4,1
巴,ハ・ともえ・うずまき,comma-design,4,1
陥,カン・おちい.る・おとしい.れる,collapse; fall into; cave in; fall (castle); slide into,4,1
鮮,セン・あざ.やか,fresh; vivid; clear; brilliant; Korea,4,1
渓,ケイ・たに・たにがわ,mountain stream; valley,4,1
瑛,エイ,sparkle of jewelry; crystal,4,1
削,サク・けず.る・はつ.る・そ.ぐ,plane; sharpen; whittle; pare; shave,4,1
覧,ラン・み.る,perusal; see,4,1
媒,バイ・なこうど,mediator; go-between,4,1
厄,ヤク,unlucky; misfortune; bad luck; disaster,4,1
朽,キュウ・く.ちる,decay; rot; remain in seclusion,4,1
昴,コウ・ボウ・すばる,the Pleiades,4,1
鮎,デン・ネン・あゆ・なまず,freshwater trout; smelt,4,1
岬,コウ・みさき,headland; cape; spit; promontory,4,1
抽,チュウ・ひき~,pluck; pull; extract; excel,4,1
栽,サイ,plantation; planting,4,1
憶,オク,recollection; think; remember,4,1
譲,ジョウ・ゆず.る,defer; turnover; transfer; convey,4,1
秦,シン・はた,Manchu dynasty; name given to naturalized foreigners,4,1
遍,ヘン・あまね.く,everywhere; times; widely; generally,4,1
鶏,ケイ・にわとり・とり,chicken,4,1
劾,ガイ,censure; criminal investigation,4,1
袈,ケ・カ,a coarse camlet,4,1
瀬,ライ・せ,rapids; current; torrent; shallows; shoal,4,1
虐,ギャク・しいた.げる,tyrannize; oppress,4,1
鬼,キ・おに・おに~,ghost; devil,4,1
軸,ジク,axis; pivot; stem; stalk; counter for book scrolls,4,1
遼,リョウ,distant,4,1
蛮,バン・えびす,barbarian,4,1
縄,ジョウ・なわ・ただ.す,straw rope; cord,4,1
卓,タク,eminent; table; desk; high,4,1
鉛,エン・なまり,lead,4,1
請,セイ・シン・ショウ・こ.う・う.ける,solicit; invite; ask,4,1
晋,シン・すす.む,advance,4,1
綸,リン・カン・いと,thread; silk cloth,4,1
娯,ゴ,recreation; pleasure,4,1
